Demand ID,Role Status,Region,Project Name,Project Type,Demand Received Date,Track,Location Shore,Primary Skill (Must have),Grade,Role Start Date,Role End Date,Number of FTE,Email,First Name,Last Name,Employment Details Hire Date,Work Region,Designation,Pay Grade,Competency,Onsite/ Offshore,Allocation Status,Skills,Employment ID
1619,Staffed,NA,"Marshall, Conner and Newman",CEMS,2024-01-03,HCM,Offshore,Core HR & Payroll,T2,2025-04-12,2026-05-21,0.7,marshallleslie@example.org,Timothy,Fox,2021-10-07,CORPORATE,Manager I - Delivery,04-Grade 4,PRGM,Offshore,Bench,SQL,17975
1546,Staffed,AMEA,Martinez-Castro,Impl,2024-03-29,HCM,Offshore,Redwood HCM - Core HR and ORC,G6,2024-12-27,2026-03-27,0.5,sloanmichele@example.com,Mariah,Burns,2022-09-08,AMEA - KSA,Manager I - Delivery,07-Grade 7,AD,Onsite,On Project - Partial,"AP,AR",69301
9217,Staffed,NA,"Pena, Mcneil and Bailey",Impl,2024-11-12,HCM,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-05-12,2026-08-16,0.9,larryoneill@example.com,Cynthia,Mcintyre,2024-11-22,UK/EUROPE - UK,Manager II - Projects,10-Grade 9,PRGM,Offshore,Bench,"Core HR,ORC,Absence",75361
3006,Staffed,EUK,"Martinez, Woodward and Allen",CEMS,2023-12-15,HCM,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-07-30,2026-04-14,0.7,isampson@example.com,Samantha,Charles,2022-07-29,AMEA - KSA,Consultant I,10-Grade 9,ERP Finance,Onsite,Freshers Training,SQL,18182
5931,Staffed,AMEA,Ferguson-Gomez,Impl,2024-03-09,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-12-10,2026-01-04,0.6,xmueller@example.com,Jose,Kline,2023-02-28,NA,Manager I - Delivery,T2-Programmer Trainee,SCM,Onsite,Bench,PM,99360
5876,Staffed,EUK,Barnett LLC,CEMS,2024-11-12,HCM,Onsite,Core HR & Payroll,G10,2025-01-07,2026-09-14,0.8,david41@example.net,Melinda,Fuller,2024-01-29,AMEA - KSA,Manager I - Delivery,04-Grade 4,AD,Offshore,On Project - Partial,"ORC,Talent",81734
7868,Staffed,NA,"Harris, Dean and Reese",CEMS,2024-04-07,HCM,Onsite,Onboarding Journeys,G10,2025-01-03,2025-12-20,1.0,seancruz@example.com,Danny,Mayo,2024-12-03,AMEA - KSA,Manager I - Delivery,10-Grade 9,AD,Offshore,Freshers Training,PM,61094
5659,Open,NA,Smith-Brown,CEMS,2024-03-08,HCM,Onsite,"Core HR,Talent",G10,2025-03-02,2026-06-10,0.9,isampson@example.com,Samantha,Charles,2022-07-29,AMEA - KSA,Consultant I,10-Grade 9,ERP Finance,Onsite,Freshers Training,SQL,18182
3358,Open,EUK,Clark-Gibson,Impl,2024-12-02,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-01-03,2026-04-28,0.9,rlane@example.org,Maria,Daugherty,2021-02-26,UK/EUROPE - UK,Consultant II,10-Grade 9,PRGM,Offshore,Bench,PM,26375
5577,Staffed,NA,Schroeder-Simmons,Impl,2024-05-20,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G6,2025-03-01,2026-01-15,1.0,amanda64@example.com,Michelle,Allen,2024-03-23,UK/EUROPE - UK,Manager II - Projects,10-Grade 9,HCM,Offshore,On Project - Partial,"AP,AR",76300
5787,Staffed,AMEA,Ortiz Ltd,CEMS,2024-05-07,FIN,Onsite,Redwood HCM - Core HR and ORC,G10,2025-07-28,2026-11-22,1.0,sherryhernandez@example.net,Connie,Benson,2019-12-23,UK/EUROPE - UK,Consultant I,09-Grade 9,HCM,Onsite,On Project - Fulltime,PM,69017
9361,Open,NA,Nguyen PLC,Impl,2024-11-09,HCM,Offshore,Redwood HCM - Core HR and ORC,T2,2025-05-14,2026-05-13,0.6,cbaker@example.com,Cynthia,Simmons,2021-03-29,AMEA - KSA,Consultant II,T2-Programmer Trainee,AD,Onsite,Freshers Training,"Core HR,Talent",75438
7071,Open,NA,Martin-Sanchez,Impl,2024-11-26,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-10-25,2026-06-12,1.0,jacksoncharles@example.org,Michelle,Schneider,2022-07-07,AMEA - KSA,Associate Consultant,07-Grade 7,SCM,Onsite,Freshers Training,"AP,AR",43854
3056,Staffed,NA,"Cruz, Myers and Gross",Impl,2024-04-13,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,2025-08-09,2026-02-03,0.8,geraldmoran@example.org,Timothy,Kennedy,2020-12-07,UK/EUROPE - UK,Manager II - Projects,07-Grade 7,HCM,Onsite,Bench,"Core HR,Talent",96445
4083,Open,EUK,Donovan Inc,CEMS,2024-04-30,FIN,Offshore,Core HR & Payroll,G10,2025-08-18,2026-01-14,0.9,vjones@example.com,Crystal,Walton,2024-04-26,NA,Consultant II,04-Grade 4,ERP Finance,Onsite,Freshers Training,"Core HR,Talent",18208
2557,Open,AMEA,Marquez-Robinson,CEMS,2024-02-15,FIN,Offshore,Onboarding Journeys,G10,2025-07-14,2026-05-02,0.9,lisarosales@example.net,Andrew,Carter,2023-04-03,AMEA - KSA,Sr. Consultant II,09-Grade 9,HCM,Offshore,On Project - Partial,PM,54620
2751,Staffed,NA,"Brady, Cruz and Pratt",CEMS,2024-07-30,FIN,Offshore,Core HR & Payroll,G6,2024-12-29,2026-02-14,0.6,millerryan@example.net,Melissa,Jones,2023-01-16,CORPORATE,Consultant I,07-Grade 7,AD,Offshore,On Project - Fulltime,"Core HR,Talent",34600
7504,Open,EUK,"Wang, Curry and Black",Impl,2024-04-29,FIN,Onsite,Redwood HCM - Core HR and ORC,G8,2025-06-16,2026-02-15,0.9,ftorres@example.net,Carlos,Salinas,2020-05-28,NA,Manager I - Delivery,05-Grade 5,AD,Offshore,On Project - Fulltime,PM,32118
7412,Open,NA,"Frost, Franklin and Browning",Impl,2024-08-16,FIN,Onsite,Onboarding Journeys,T2,2025-07-03,2026-02-19,0.6,patricia90@example.com,Joseph,Estrada,2021-01-16,NA,Consultant II,04-Grade 4,PRGM,Onsite,On Project - Fulltime,SQL,36640
5623,Staffed,AMEA,Burke Group,CEMS,2024-11-12,HCM,Onsite,Onboarding Journeys,G6,2025-10-06,2026-03-22,0.6,ksmith@example.com,Amanda,Castro,2020-09-24,NA,Associate Consultant,05-Grade 5,SCM,Onsite,On Project - Partial,"Core HR,ORC,Absence",28175
6132,Open,EUK,Flores-Williams,CEMS,2024-03-15,HCM,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,2025-03-01,2026-12-04,0.9,marshallleslie@example.org,Timothy,Fox,2021-10-07,CORPORATE,Manager I - Delivery,04-Grade 4,PRGM,Offshore,Bench,SQL,17975
2448,Open,AMEA,"Gutierrez, Garza and Kelly",CEMS,2024-01-17,HCM,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G10,2025-05-21,2025-12-15,0.7,pattonjeffrey@example.com,Maureen,Butler,2024-07-07,UK/EUROPE - UK,Consultant I,07-Grade 7,AD,Onsite,On Project - Partial,"AP,AR",60837
4302,Staffed,NA,Wang and Sons,CEMS,2024-07-08,HCM,Offshore,"Core HR,Talent",T2,2025-04-29,2026-11-25,0.9,hchoi@example.net,Patrick,Brown,2019-12-19,UK/EUROPE - UK,Associate Consultant,09-Grade 9,ERP Finance,Onsite,On Project - Fulltime,"ORC,Talent",89379
1199,Staffed,AMEA,Walter and Sons,CEMS,2024-10-13,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,2025-07-24,2026-02-18,0.7,joseph92@example.com,Juan,Jackson,2023-10-29,AMEA - KSA,Manager II - Projects,04-Grade 4,AD,Offshore,On Project - Fulltime,"Core HR,Talent",48599
5782,Open,AMEA,Bennett-Miller,CEMS,2024-09-09,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-05-06,2026-08-08,0.9,rrasmussen@example.com,Luke,Burke,2024-07-28,UK/EUROPE - UK,Sr. Consultant II,04-Grade 4,AD,Offshore,On Project - Fulltime,"Core HR,ORC,Absence",10890
9300,Staffed,AMEA,Aguirre PLC,CEMS,2024-09-16,FIN,Offshore,Core HR & Payroll,G6,2025-02-20,2026-01-25,0.6,tina64@example.net,Paul,Guzman,2021-03-01,AMEA - KSA,Consultant I,07-Grade 7,HCM,Offshore,Bench,"AP,AR",82231
5491,Staffed,AMEA,Hill Ltd,Impl,2024-05-20,HCM,Onsite,Redwood HCM - Core HR and ORC,G8,2025-10-15,2026-09-03,0.7,fosterlisa@example.net,Brittany,Villa,2022-03-04,UK/EUROPE - UK,Consultant II,10-Grade 9,PRGM,Offshore,On Project - Partial,PM,19848
7489,Staffed,NA,Nguyen-Mitchell,CEMS,2024-08-01,FIN,Onsite,Core HR & Payroll,G5,2025-01-21,2026-03-09,0.6,ucollins@example.net,Kimberly,Anderson,2023-03-12,UK/EUROPE - UK,Sr. Consultant II,09-Grade 9,PRGM,Onsite,On Project - Partial,"Core HR,ORC,Absence",13248
8861,Staffed,AMEA,Miller-Carter,Impl,2024-02-24,FIN,Offshore,Redwood HCM - Core HR and ORC,G8,2025-02-03,2026-06-17,0.8,ashort@example.com,Laura,Holmes,2020-12-07,CORPORATE,Sr. Consultant II,T2-Programmer Trainee,SCM,Offshore,Freshers Training,"AP,AR",93356
4846,Staffed,EUK,Graham Ltd,CEMS,2024-03-05,FIN,Onsite,Core HR & Payroll,G10,2025-04-04,2026-01-11,0.7,kthomas@example.com,Jacob,Little,2020-03-29,NA,Manager II - Projects,T2-Programmer Trainee,HCM,Offshore,On Project - Fulltime,SQL,17626
3088,Staffed,EUK,Sanchez-Lucas,CEMS,2024-10-17,FIN,Offshore,Core HR & Payroll,T2,2025-06-25,2026-05-05,0.8,ronalddavis@example.org,Lisa,Garcia,2022-05-13,NA,Sr. Consultant II,10-Grade 9,ERP Finance,Onsite,Freshers Training,SQL,88830
1573,Open,NA,"Miller, May and Nelson",CEMS,2024-04-30,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,2025-09-02,2026-07-04,0.9,yavila@example.net,Timothy,Carter,2022-12-19,UK/EUROPE - UK,Associate Consultant,04-Grade 4,PRGM,Offshore,On Project - Fulltime,SQL,86080
2691,Staffed,NA,Hudson Ltd,Impl,2024-10-25,HCM,Onsite,Core HR & Payroll,G8,2025-02-06,2026-02-22,0.7,david41@example.net,Melinda,Fuller,2024-01-29,AMEA - KSA,Manager I - Delivery,04-Grade 4,AD,Offshore,On Project - Partial,"ORC,Talent",81734
4347,Open,NA,Young-Thomas,Impl,2024-08-31,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G8,2025-11-27,2026-06-14,0.6,scottjames@example.org,David,Roberts,2022-09-05,CORPORATE,Consultant II,07-Grade 7,HCM,Offshore,Freshers Training,"ORC,Talent",49518
9255,Open,NA,"Hardin, Wright and Casey",CEMS,2024-08-23,FIN,Offshore,"Core HR,Talent",G5,2025-05-25,2026-01-03,0.7,alyssahanson@example.net,Cory,Hubbard,2024-04-17,AMEA - KSA,Consultant II,09-Grade 9,SCM,Offshore,On Project - Partial,PM,49856
3884,Open,EUK,Garner-Roberts,CEMS,2024-10-14,HCM,Onsite,"Core HR,Talent",G6,2025-05-02,2026-01-14,0.6,brandon91@example.net,Angela,Brown,2020-12-16,CORPORATE,Associate Consultant,10-Grade 9,ERP Finance,Offshore,Bench,"AP,AR",33920
9826,Staffed,AMEA,"Johnson, Whitaker and Miller",Impl,2024-07-04,FIN,Onsite,Redwood HCM - Core HR and ORC,T2,2025-05-22,2026-07-07,1.0,zacharycruz@example.com,Allison,Phillips,2020-08-01,AMEA - KSA,Manager II - Projects,05-Grade 5,AD,Onsite,On Project - Fulltime,SQL,52149
1042,Open,NA,Knight and Sons,Impl,2024-08-15,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-10-04,2026-04-13,0.7,ijohnson@example.org,Kyle,Hudson,2023-01-24,CORPORATE,Consultant II,10-Grade 9,PRGM,Onsite,Freshers Training,"ORC,Talent",13718
1107,Staffed,EUK,Williams-Bell,Impl,2024-09-05,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,2025-11-17,2026-02-04,0.9,anthonymoore@example.org,Michael,Bauer,2019-12-30,CORPORATE,Consultant I,05-Grade 5,SCM,Offshore,Bench,"Core HR,Talent",66662
8962,Open,NA,"Romero, Jones and Evans",CEMS,2024-02-15,HCM,Offshore,Core HR & Payroll,G6,2025-09-13,2026-03-26,0.6,qmadden@example.net,Derrick,Johns,2024-05-14,UK/EUROPE - UK,Manager I - Delivery,T2-Programmer Trainee,ERP Finance,Offshore,On Project - Fulltime,"AP,AR",18481
2085,Open,NA,"Reyes, Leonard and Cantu",CEMS,2023-12-21,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G6,2025-11-22,2026-10-17,0.6,riosdawn@example.com,Lisa,Hicks,2021-07-30,CORPORATE,Consultant II,05-Grade 5,ERP Finance,Onsite,On Project - Fulltime,"ORC,Talent",72698
8582,Staffed,AMEA,Hall-Heath,Impl,2024-02-08,HCM,Offshore,Redwood HCM - Core HR and ORC,G8,2025-04-12,2026-03-20,0.8,iowen@example.com,Laurie,Waller,2020-04-15,UK/EUROPE - UK,Consultant I,07-Grade 7,AD,Offshore,On Project - Partial,"ORC,Talent",11250
3453,Open,AMEA,"Johnson, Hansen and Acevedo",Impl,2024-01-01,HCM,Offshore,"Core HR,Talent",G10,2025-12-10,2026-04-16,0.8,aaron53@example.org,Sherri,Rhodes,2020-04-17,CORPORATE,Associate Consultant,07-Grade 7,AD,Offshore,Bench,"Core HR,Talent",26732
6242,Open,NA,Mendoza and Sons,CEMS,2024-07-01,HCM,Onsite,Redwood HCM - Core HR and ORC,T2,2025-04-27,2026-08-30,0.9,ashleyjensen@example.net,Eric,Garcia,2021-04-01,NA,Sr. Consultant II,04-Grade 4,SCM,Onsite,On Project - Partial,PM,96871
7295,Open,AMEA,Pollard-Roy,CEMS,2024-11-29,HCM,Offshore,Core HR & Payroll,G10,2025-04-27,2026-07-17,0.7,vasquezapril@example.org,Samantha,Warren,2021-06-10,AMEA - KSA,Consultant II,05-Grade 5,HCM,Offshore,On Project - Fulltime,"AP,AR",20397
1194,Open,NA,Sanchez Inc,Impl,2024-09-08,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G8,2025-12-12,2026-07-18,0.7,russojoyce@example.net,Richard,Adams,2022-03-24,AMEA - KSA,Sr. Consultant II,09-Grade 9,PRGM,Onsite,Freshers Training,"Core HR,ORC,Absence",65171
9325,Open,EUK,Andersen-Patterson,CEMS,2024-07-03,FIN,Onsite,"Core HR,Talent",G5,2025-06-15,2026-02-21,0.8,bmitchell@example.org,Charles,Jarvis,2020-05-09,NA,Manager I - Delivery,T2-Programmer Trainee,AD,Onsite,On Project - Partial,"ORC,Talent",98604
6080,Staffed,NA,"Davis, Perry and Rodriguez",CEMS,2024-12-01,HCM,Offshore,Redwood HCM - Core HR and ORC,T2,2025-06-11,2026-03-17,0.7,websterchristian@example.org,Molly,Cox,2020-12-26,AMEA - KSA,Consultant II,09-Grade 9,ERP Finance,Onsite,On Project - Fulltime,"Core HR,ORC,Absence",51509
1509,Staffed,EUK,Johnson-Roberson,Impl,2024-08-04,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G10,2025-11-03,2026-11-07,0.6,williamsapril@example.net,Jenny,Johnson,2023-07-16,CORPORATE,Consultant I,09-Grade 9,SCM,Offshore,On Project - Partial,SQL,98592
6230,Staffed,EUK,Mcclure and Sons,Impl,2024-11-02,FIN,Offshore,"Core HR,Talent",G5,2025-05-28,2026-11-01,0.8,maryhenry@example.net,Michael,Lewis,2020-02-24,UK/EUROPE - UK,Associate Consultant,10-Grade 9,PRGM,Offshore,On Project - Fulltime,"Core HR,Talent",84334
6820,Open,EUK,"Harvey, Chavez and Howard",CEMS,2024-01-15,FIN,Offshore,Onboarding Journeys,G6,2025-07-21,2026-04-08,0.6,ucollins@example.net,Kimberly,Anderson,2023-03-12,UK/EUROPE - UK,Sr. Consultant II,09-Grade 9,PRGM,Onsite,On Project - Partial,"Core HR,ORC,Absence",13248
1059,Staffed,AMEA,"Hansen, Powers and Guzman",Impl,2024-10-27,FIN,Onsite,"Core HR,Talent",G8,2025-03-13,2026-02-27,0.9,lisafoster@example.com,Anthony,Burnett,2022-11-10,CORPORATE,Consultant II,04-Grade 4,HCM,Offshore,On Project - Partial,"Core HR,Talent",89401
4054,Staffed,AMEA,Farrell LLC,CEMS,2024-03-04,HCM,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-05-15,2026-04-18,0.5,amandamartin@example.net,Summer,Payne,2020-05-19,CORPORATE,Consultant I,10-Grade 9,SCM,Offshore,On Project - Fulltime,"Core HR,Talent",57722
6887,Staffed,AMEA,"Williams, Larsen and Price",Impl,2024-06-09,FIN,Offshore,Onboarding Journeys,G6,2025-06-16,2026-10-21,1.0,karensalazar@example.net,Kaylee,Ford,2023-01-06,CORPORATE,Sr. Consultant II,10-Grade 9,HCM,Offshore,Freshers Training,PM,61730
1705,Staffed,NA,Avery-Watkins,Impl,2024-06-19,FIN,Offshore,"Core HR,Talent",G8,2025-04-02,2026-08-07,0.9,lisarosales@example.net,Andrew,Carter,2023-04-03,AMEA - KSA,Sr. Consultant II,09-Grade 9,HCM,Offshore,On Project - Partial,PM,54620
7129,Staffed,EUK,Chung-Daniels,Impl,2024-04-16,FIN,Onsite,Onboarding Journeys,T2,2024-12-15,2026-10-30,0.8,donna68@example.org,Cheryl,Gilmore,2023-08-29,NA,Sr. Consultant II,T2-Programmer Trainee,ERP Finance,Onsite,On Project - Fulltime,SQL,11459
1615,Open,AMEA,Watkins LLC,CEMS,2024-07-05,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G6,2025-04-22,2026-06-16,0.8,bradleyconnie@example.com,Amanda,Johnson,2021-11-07,UK/EUROPE - UK,Associate Consultant,05-Grade 5,SCM,Onsite,On Project - Partial,SQL,14407
1645,Open,AMEA,Whitehead-Smith,Impl,2024-08-19,FIN,Onsite,"Core HR,Talent",T2,2025-07-11,2026-11-19,0.9,vwilson@example.org,Randy,Thompson,2023-01-09,AMEA - KSA,Consultant I,07-Grade 7,AD,Onsite,On Project - Fulltime,PM,48512
7366,Open,EUK,Davis Inc,Impl,2024-10-13,FIN,Offshore,"Core HR,Talent",G10,2025-01-25,2026-10-03,0.7,campbellbrian@example.net,Sydney,Miller,2021-10-17,CORPORATE,Consultant I,10-Grade 9,PRGM,Offshore,On Project - Fulltime,"AP,AR",73849
3995,Staffed,AMEA,Collier and Sons,CEMS,2024-07-03,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G8,2025-06-17,2026-11-29,0.9,alexanderkeith@example.com,Ashlee,White,2020-01-09,CORPORATE,Sr. Consultant II,05-Grade 5,HCM,Offshore,On Project - Fulltime,"AP,AR",12864
2945,Open,AMEA,"Malone, Burke and Mendoza",CEMS,2024-03-04,FIN,Onsite,Onboarding Journeys,G6,2025-02-03,2026-10-26,0.9,patricia90@example.com,Joseph,Estrada,2021-01-16,NA,Consultant II,04-Grade 4,PRGM,Onsite,On Project - Fulltime,SQL,36640
4766,Open,AMEA,"Andersen, Hardy and Pruitt",CEMS,2024-08-27,FIN,Offshore,Core HR & Payroll,G6,2025-05-22,2026-01-12,0.9,jacqueline72@example.org,Jamie,Lopez,2019-12-31,AMEA - KSA,Manager II - Projects,05-Grade 5,ERP Finance,Offshore,Freshers Training,"ORC,Talent",74130
8067,Staffed,EUK,"Lindsey, Richardson and Good",CEMS,2024-01-02,FIN,Offshore,Core HR & Payroll,G6,2025-04-03,2026-05-21,0.8,jennifergriffin@example.com,Brett,Tucker,2024-06-14,AMEA - KSA,Manager I - Delivery,09-Grade 9,ERP Finance,Offshore,Freshers Training,PM,86147
1796,Staffed,EUK,Williams Ltd,CEMS,2024-04-20,HCM,Onsite,Onboarding Journeys,G5,2025-01-10,2026-10-14,0.8,castrotheresa@example.net,Michelle,Moore,2024-03-08,UK/EUROPE - UK,Consultant II,10-Grade 9,ERP Finance,Onsite,Freshers Training,SQL,96491
1447,Open,AMEA,Thomas-Allen,CEMS,2024-02-26,HCM,Onsite,Redwood HCM - Core HR and ORC,G10,2025-11-19,2026-04-24,0.6,donna68@example.org,Cheryl,Gilmore,2023-08-29,NA,Sr. Consultant II,T2-Programmer Trainee,ERP Finance,Onsite,On Project - Fulltime,SQL,11459
6811,Staffed,NA,"Carroll, Adams and Hampton",CEMS,2024-01-26,FIN,Onsite,Redwood HCM - Core HR and ORC,G10,2024-12-29,2026-08-14,0.7,allison77@example.com,Pamela,Melton,2021-05-06,CORPORATE,Associate Consultant,07-Grade 7,SCM,Onsite,Bench,SQL,90894
3071,Staffed,NA,"Burns, Noble and Cannon",Impl,2024-02-07,FIN,Offshore,Onboarding Journeys,T2,2025-04-15,2026-03-27,0.8,bradleyconnie@example.com,Amanda,Johnson,2021-11-07,UK/EUROPE - UK,Associate Consultant,05-Grade 5,SCM,Onsite,On Project - Partial,SQL,14407
9322,Open,NA,Petersen-Brown,CEMS,2023-12-28,HCM,Offshore,Redwood HCM - Core HR and ORC,G8,2025-05-27,2026-05-26,0.8,quinnkeith@example.com,Tyler,Harris,2021-04-14,AMEA - KSA,Manager I - Delivery,05-Grade 5,AD,Onsite,On Project - Partial,"AP,AR",91976
2142,Staffed,EUK,Ryan-Rivera,CEMS,2024-10-26,HCM,Offshore,Onboarding Journeys,G5,2025-03-06,2026-02-11,0.8,sherryhernandez@example.net,Connie,Benson,2019-12-23,UK/EUROPE - UK,Consultant I,09-Grade 9,HCM,Onsite,On Project - Fulltime,PM,69017
9946,Open,EUK,Frey Group,CEMS,2024-11-20,HCM,Onsite,Redwood HCM - Core HR and ORC,G8,2025-09-30,2026-11-09,0.5,torresphilip@example.net,Scott,Carson,2022-10-03,NA,Associate Consultant,07-Grade 7,PRGM,Onsite,Freshers Training,"Core HR,ORC,Absence",76596
4315,Staffed,NA,"Ruiz, Johnson and Simmons",CEMS,2024-08-29,HCM,Offshore,"Core HR,Talent",G8,2025-10-28,2026-09-29,0.5,kimberly96@example.net,Heather,Terry,2024-05-19,CORPORATE,Consultant I,05-Grade 5,SCM,Onsite,Freshers Training,"Core HR,Talent",50282
5297,Open,NA,"Murphy, Evans and Silva",CEMS,2024-01-24,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-10-28,2026-05-29,0.9,katherine11@example.org,Stephanie,Barnett,2020-04-12,UK/EUROPE - UK,Sr. Consultant II,05-Grade 5,AD,Onsite,On Project - Partial,"ORC,Talent",77020
7725,Open,EUK,Moody-Allen,CEMS,2023-12-24,HCM,Offshore,Onboarding Journeys,G10,2025-09-03,2026-02-23,0.7,meganhenry@example.com,Dawn,Spencer,2023-02-01,UK/EUROPE - UK,Consultant I,T2-Programmer Trainee,HCM,Offshore,Freshers Training,"Core HR,Talent",65895
9357,Open,AMEA,"White, Shields and Holmes",Impl,2024-01-17,FIN,Offshore,"Core HR,Talent",G10,2025-02-25,2026-01-27,0.8,diaztyler@example.com,Rachel,Allen,2023-08-11,AMEA - KSA,Sr. Consultant II,09-Grade 9,ERP Finance,Onsite,On Project - Fulltime,"Core HR,ORC,Absence",10582
7484,Open,EUK,Cuevas and Sons,Impl,2024-04-07,HCM,Onsite,Redwood HCM - Core HR and ORC,G8,2025-04-29,2026-03-23,0.6,emma55@example.com,Brian,Graham,2021-07-29,CORPORATE,Manager I - Delivery,04-Grade 4,HCM,Offshore,Freshers Training,"AP,AR",41331
8300,Staffed,AMEA,Johnson Inc,Impl,2024-02-06,HCM,Onsite,Onboarding Journeys,G6,2025-09-04,2026-01-21,0.8,odavis@example.com,Robert,Friedman,2022-06-03,AMEA - KSA,Consultant II,04-Grade 4,PRGM,Offshore,On Project - Partial,PM,60050
9134,Open,AMEA,"Vega, Black and Newman",Impl,2024-06-10,FIN,Onsite,"Core HR,Talent",T2,2025-07-28,2026-02-28,0.5,martinezlindsey@example.org,Michelle,Gibson,2020-11-26,AMEA - KSA,Associate Consultant,T2-Programmer Trainee,HCM,Onsite,On Project - Partial,"Core HR,Talent",26537
7049,Staffed,NA,Allen Ltd,Impl,2024-04-02,HCM,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-01-20,2026-03-17,0.8,bradleyconnie@example.com,Amanda,Johnson,2021-11-07,UK/EUROPE - UK,Associate Consultant,05-Grade 5,SCM,Onsite,On Project - Partial,SQL,14407
3378,Staffed,NA,"Brown, Murphy and Greer",Impl,2024-07-26,FIN,Onsite,Core HR & Payroll,T2,2025-08-26,2025-12-24,0.5,ftorres@example.net,Carlos,Salinas,2020-05-28,NA,Manager I - Delivery,05-Grade 5,AD,Offshore,On Project - Fulltime,PM,32118
2554,Staffed,EUK,Frank PLC,CEMS,2024-11-09,HCM,Onsite,Onboarding Journeys,G5,2025-09-07,2026-01-13,0.8,meganhenry@example.com,Dawn,Spencer,2023-02-01,UK/EUROPE - UK,Consultant I,T2-Programmer Trainee,HCM,Offshore,Freshers Training,"Core HR,Talent",65895
7879,Staffed,AMEA,Ramirez Ltd,Impl,2024-03-28,HCM,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G6,2025-10-05,2026-11-23,0.7,aaron53@example.org,Sherri,Rhodes,2020-04-17,CORPORATE,Associate Consultant,07-Grade 7,AD,Offshore,Bench,"Core HR,Talent",26732
1298,Open,AMEA,"Hernandez, Lynch and Underwood",CEMS,2024-09-27,HCM,Offshore,"Core HR,Talent",G10,2025-01-18,2026-06-18,1.0,jrobinson@example.com,Richard,Sweeney,2020-01-18,AMEA - KSA,Consultant II,09-Grade 9,AD,Offshore,On Project - Partial,"ORC,Talent",89272
1690,Staffed,AMEA,Park-Cameron,Impl,2024-10-02,HCM,Onsite,Core HR & Payroll,G5,2025-07-13,2026-07-26,1.0,williamsapril@example.net,Jenny,Johnson,2023-07-16,CORPORATE,Consultant I,09-Grade 9,SCM,Offshore,On Project - Partial,SQL,98592
2881,Staffed,EUK,Lane and Sons,CEMS,2024-10-08,FIN,Offshore,Core HR & Payroll,G10,2025-05-27,2026-03-15,0.9,diaztyler@example.com,Rachel,Allen,2023-08-11,AMEA - KSA,Sr. Consultant II,09-Grade 9,ERP Finance,Onsite,On Project - Fulltime,"Core HR,ORC,Absence",10582
3834,Staffed,NA,Hamilton Inc,CEMS,2024-08-28,FIN,Offshore,Onboarding Journeys,G6,2025-05-23,2026-04-18,0.9,matthew35@example.net,Lisa,Stewart,2023-05-30,CORPORATE,Manager II - Projects,09-Grade 9,AD,Onsite,On Project - Fulltime,"ORC,Talent",12854
6992,Open,AMEA,"Smith, Davis and Holden",Impl,2024-04-04,FIN,Onsite,"Core HR,Talent",G10,2025-08-31,2026-04-01,0.9,alyssahanson@example.net,Cory,Hubbard,2024-04-17,AMEA - KSA,Consultant II,09-Grade 9,SCM,Offshore,On Project - Partial,PM,49856
7797,Open,AMEA,"Wilkins, Cook and Evans",CEMS,2024-08-27,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,2025-09-26,2026-08-19,0.9,jacqueline72@example.org,Jamie,Lopez,2019-12-31,AMEA - KSA,Manager II - Projects,05-Grade 5,ERP Finance,Offshore,Freshers Training,"ORC,Talent",74130
